Production Year,Production Date Entered,Operator,County,Town,Field,Producing Formation,Active Oil Wells,Inactive Oil Wells,Active Gas Wells,Inactive Gas Wells,Injection Wells,Disposal Wells,Self-use Well,"Oil Produced, bbl","Gas Produced, Mcf","Water produced, bbl","Taxable Gas, Mcf",Purchaser Codes,Location
1990,1991-04-05,"Weil Resources, Inc.",Erie,AURORA,CENTRAL WALES,ONONDAGA,0,0,3,0,0,0,NO,0,4982,0,0,GK,"AURORA, NY
(42.753982, -76.70241)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,2,0,0,0,NO,0,5441,0,0,GK,"LANCASTER, NY
(42.892784, -78.676417)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,AURORA,EAST AURORA,MEDINA,0,0,3,0,0,0,NO,0,13295,20,0,GK,"AURORA, NY
(42.753982, -76.70241)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,EVANS,BRANT-EDEN,MEDINA,0,0,1,0,0,0,NO,0,1202,5,0,GK,"EVANS, NY
(42.638457, -79.027689)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,MARILLA,BUFFALO CREEK,MEDINA,0,0,5,0,0,0,NO,0,8173,8,0,GK,"MARILLA, NY
(42.840165, -78.555271)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,4,0,0,0,NO,0,3905,0,0,GK,"EDEN, NY
(42.652413, -78.896936)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,ORCHARD PARK,TRAVERS,ONONDAGA,1,0,0,0,0,0,NO,221,0,0,0,OC,"ORCHARD PARK, NY
(42.767456, -78.743906)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,LACKAWANNA,BUFFALO,MEDINA,0,0,2,0,0,0,NO,0,863,0,0,GK,"LACKAWANNA, NY
(42.816277, -78.824001)"
1990,1991-04-05,"Weil Resources, Inc.",Chautauqua,CLYMER,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,200,0,0,GH,"CLYMER, NY
(42.02082, -79.629966)"
1990,1991-04-05,"Weil Resources, Inc.",Erie,WALES,CENTRAL WALES,ONONDAGA,0,0,5,0,0,0,NO,0,5845,0,0,GK,"WALES, NY
(42.709353, -78.577478)"
1990,1991-03-06,"Wedge, Marjorie H.",Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,13,0,0,0,0,0,NO,499,0,20,0,OB,"CARROLLTON, NY
(42.023289, -78.628438)"
1991,1992-03-24,"Oil, Gas & Land Services, Inc.",Chautauqua,CHARLOTTE,GERRY-CHARLOTTE,ONONDAGA-BASS ISLAND,1,0,0,1,0,0,NO,10,0,0,0,unknown,"CHARLOTTE, NY
(43.255001, -77.617203)"
1992,1993-06-18,Greene Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,1,0,0,0,0,0,NO,154,0,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1992,1993-04-16,Haran Energy Corp.,Erie,ELMA,ELMA,MEDINA,0,0,1,0,0,0,YES,0,1623,5,1623,GK,"ELMA, NY
(42.822476, -78.636722)"
1992,1993-07-08,"Harvest Energy Erie County, NY",Erie,EVANS,LAKEVIEW,MEDINA,0,0,6,0,0,0,NO,0,12034,176,11950,GK,"EVANS, NY
(42.638457, -79.027689)"
1992,1993-03-26,"Handy, James R",Erie,MARILLA,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,200,0,0,unknown,"MARILLA, NY
(42.840165, -78.555271)"
1992,1993-04-07,Har-Go Farms,Genesee,PAVILION,PAVILION,MEDINA,0,0,1,0,0,0,YES,0,5,0,5,unknown,"PAVILION, NY
(42.876072, -78.02272)"
1992,1993-03-26,High Point Petroleum Corp.,Wyoming,CASTILE,CASTILE,MEDINA,0,0,0,2,0,0,INACTIVE,0,0,0,0,unknown,"CASTILE, NY
(42.632095, -78.050386)"
1992,1993-01-19,"Hall, Frank & Barbara",Chautauqua,ELLINGTON,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,262,0,0,unknown,"ELLINGTON, NY
(42.215868, -79.108075)"
1992,1993-04-08,Gustafson Family Trust 2,Chautauqua,POLAND,CONEWANGO CREEK,UPPER DEVONIAN,0,0,1,0,0,0,YES,0,350,0,0,unknown,"POLAND, NY
(43.226463, -75.062063)"
1992,1993-04-07,"Guzzetta, Joseph & Carlyn",Cattaraugus,PERRYSBURG,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"PERRYSBURG, NY
(42.460246, -79.002177)"
1992,1993-04-23,"Hale, Michael L.",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,1,0,0,0,0,0,NO,298,0,90,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1992,1993-01-20,"Harris, William",Genesee,PAVILION,UHLEY CORNERS-CALEDONIA,MEDINA,0,0,1,0,0,0,YES,0,500,0,0,unknown,"PAVILION, NY
(42.876072, -78.02272)"
1992,1993-04-08,"H. Olsen & Sons Contractors, Inc.",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,1,0,0,0,NO,0,841,10,841,"GD,GK","SHERIDAN, NY
(42.485764, -79.241801)"
1992,1993-03-25,"Harriger, Earl",Allegany,BOLIVAR,RICHBURG,RICHBURG,15,0,0,0,0,0,NO,278,0,266,0,OC,"BOLIVAR, NY
(42.066701, -78.167667)"
1993,1994-04-01,"Clarence Research Park, Inc.",Erie,CLARENCE,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,565,1,0,unknown,"CLARENCE, NY
(42.980973, -78.587248)"
1993,1994-02-24,"Clark, Bruce N.",Allegany,ANDOVER,FULMER VALLEY,PENNY & FULMER VALLEY,9,0,0,0,0,0,NO,81,79,1,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1993,1994-03-08,"Civiletto, Dominic J",Chautauqua,POMFRET,LAKESHORE,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"POMFRET, NY
(42.439996, -79.331441)"
1993,1994-02-22,"Clark, Donald C",Wyoming,PERRY,SILVER LAKE,MEDINA,0,0,1,0,0,0,YES,0,132,0,0,unknown,"PERRY, NY
(42.719701, -78.000751)"
1993,1994-07-06,"Clark, Ernest",Allegany,BOLIVAR,RICHBURG,RICHBURG,6,0,0,0,1,0,NO,120,0,17,0,OC,"BOLIVAR, NY
(42.066701, -78.167667)"
1993,1994-03-30,"Cooper, Brian C",Allegany,BOLIVAR,RICHBURG,RICHBURG,1,5,0,0,0,0,NO,40,0,0,0,OC,"BOLIVAR, NY
(42.066701, -78.167667)"
1993,1994-03-28,"Dust Bowl Oil Company, Inc.",Allegany,WIRT,RICHBURG,RICHBURG,0,33,0,0,0,0,INACTIVE,0,0,0,0,OX,"WIRT, NY
(42.137408, -78.150594)"
1993,1994-04-04,"Vogel, Stasia Zoladz",Erie,EVANS,LAKEVIEW,MEDINA,0,0,1,0,0,0,YES,0,285,0,0,unknown,"EVANS, NY
(42.638457, -79.027689)"
1993,1994-04-04,U S Energy Development Corp.,Chautauqua,RIPLEY,LAKESHORE,MEDINA,0,0,1,1,0,0,NO,0,5041,3,5041,GK,"RIPLEY, NY
(42.266859, -79.710476)"
1993,1994-04-04,U S Energy Development Corp.,Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,9,0,0,0,NO,0,38392,45,37537,GH,"WESTFIELD, NY
(42.324884, -79.573821)"
1993,1994-04-04,U S Energy Development Corp.,Chautauqua,SHERMAN,NORTH HARMONY,ONONDAGA-BASS ISLAND,1,0,0,0,0,0,NO,433,1749,1204,1749,"OA,GH","SHERMAN, NY
(42.159351, -79.595176)"
1993,1994-04-04,U S Energy Development Corp.,Erie,CONCORD,CONCORD,MEDINA,0,0,10,0,0,0,NO,0,47123,30,46459,"GK,GX","CONCORD, NY
(42.535259, -78.731387)"
1993,1994-04-04,U S Energy Development Corp.,Chautauqua,SHERIDAN,LAKESHORE,MEDINA,0,0,0,3,0,0,INACTIVE,0,0,0,0,unknown,"SHERIDAN, NY
(42.485764, -79.241801)"
1993,1994-03-25,Union Springs School District,Cayuga,SPRINGPORT,WEST AUBURN,QUEENSTON,0,0,2,0,0,0,YES,0,10922,0,0,unknown,"SPRINGPORT, NY
(42.842233, -76.691958)"
1993,1994-04-01,United States Gypsum Co.,Genesee,ALABAMA,INDIAN FALLS,MEDINA,0,0,27,0,0,0,NO,0,36590,238,21788,GR,"ALABAMA, NY
(43.09641, -78.390997)"
1993,1994-04-04,U S Energy Development Corp.,Erie,SARDINIA,SARDINIA,MEDINA,0,0,5,0,0,0,NO,0,12497,15,12166,GK,"SARDINIA, NY
(42.541044, -78.508184)"
1993,1994-04-01,United States Gypsum Co.,Genesee,BATAVIA,INDIAN FALLS,MEDINA,0,0,17,0,0,0,NO,0,39605,234,36703,GR,"BATAVIA, NY
(42.99691, -78.186028)"
1993,1994-04-01,United States Gypsum Co.,Genesee,BETHANY,BETHANY,MEDINA,0,0,23,5,0,0,NO,0,32006,49,31341,GR,"BETHANY, NY
(42.931426, -78.100968)"
1993,1994-04-01,United States Gypsum Co.,Genesee,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,13,0,0,0,NO,0,50207,242,48484,GR,"DARIEN, NY
(42.902048, -78.350767)"
1993,1994-08-25,United States Gypsum Co.,Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,4,0,0,0,NO,0,7111,12,6511,GR,"ALDEN, NY
(42.900146, -78.4922)"
1993,1994-04-01,United States Gypsum Co.,Genesee,BATAVIA,HURON CREEK,MEDINA,0,0,26,2,0,0,NO,0,41013,554,36861,GR,"BATAVIA, NY
(42.99691, -78.186028)"
1993,1994-03-21,"Universal Resources Holdings, Incorporated",Chautauqua,ELLICOTT,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,4012,155,4012,GK,"ELLICOTT, NY
(42.734402, -78.731697)"
1994,1995-01-27,"Norris, Robert E. III",Wayne,BUTLER,UNNAMED,TRENTON,0,0,1,0,0,0,YES,0,0,0,0,unknown,"BUTLER, NY
(43.174422, -76.76829)"
1994,1995-04-05,"Nornew, Inc.",Chautauqua,GERRY,LAKESHORE,MEDINA,0,0,2,0,0,0,NO,0,3545,0,3416,GK,"GERRY, NY
(42.194749, -79.250394)"
1994,1995-04-25,"Nornew, Inc.",Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,1,0,0,NO,0,5815,10,5815,GH,"HARMONY, NY
(42.074924, -79.486378)"
1994,1995-03-22,Norris Oil Co.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,6,0,0,0,0,0,NO,21,0,0,0,OA,"OLEAN, NY
(42.077495, -78.429849)"
1994,1995-04-05,"Nornew, Inc.",Chautauqua,POLAND,LAKESHORE,MEDINA,0,0,4,0,0,0,NO,0,5320,8,5320,GH,"POLAND, NY
(43.226463, -75.062063)"
1994,1995-03-22,Norris Oil Co.,Cattaraugus,ALLEGANY,CHIPMUNK,CHIPMUNK,7,12,0,0,0,0,NO,277,0,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1995,1996-03-13,"Elliott, Virginia L.",Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,5,0,0,0,0,0,NO,15,0,0,0,OC,"WELLSVILLE, NY
(42.120693, -77.946058)"
1995,1996-01-24,"Envirogas, Inc.",Erie,ELMA,ELMA,MEDINA,0,0,5,1,0,0,NO,0,23923,310,22929,GK,"ELMA, NY
(42.822476, -78.636722)"
1995,1996-01-24,"Envirogas, Inc.",Erie,BRANT,BRANT-EDEN,MEDINA,0,0,6,0,0,0,NO,0,37198,1215,36682,GK,"BRANT, NY
(42.58859, -79.044449)"
1995,1996-01-24,"Envirogas, Inc.",Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,NO,0,7303,70,7303,GK,"NEWSTEAD, NY
(43.021136, -78.495603)"
1995,1996-01-24,"Envirogas, Inc.",Erie,EVANS,LAKEVIEW,MEDINA,0,0,3,0,0,0,NO,0,14006,375,13802,GK,"EVANS, NY
(42.638457, -79.027689)"
1995,1996-01-24,"Envirogas, Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,3,0,0,0,NO,0,16925,689,16517,GK,"EDEN, NY
(42.652413, -78.896936)"
1995,1996-01-24,"Envirogas, Inc.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,2,0,0,0,NO,0,11439,148,11439,GK,"ALDEN, NY
(42.900146, -78.4922)"
1995,1996-01-24,"Envirogas, Inc.",Erie,EVANS,BRANT-EDEN,MEDINA,0,0,2,0,0,0,NO,0,4158,295,3954,GK,"EVANS, NY
(42.638457, -79.027689)"
1995,1996-05-09,"Energy Control Unlimited, Inc.",Erie,EDEN,BRANT-EDEN,MEDINA,0,0,29,6,0,0,NO,0,23891,465,19177,GK,"EDEN, NY
(42.652413, -78.896936)"
1995,1996-05-09,"Energy Control Unlimited, Inc.",Wyoming,ARCADE,CHAFFEE-ARCADE,MEDINA,0,0,18,0,0,0,NO,0,9907,0,9598,GK,"ARCADE, NY
(42.534125, -78.423151)"
1995,1996-01-24,"Envirogas, Inc.",Erie,BOSTON,BRANT-EDEN,MEDINA,0,0,3,0,0,0,NO,0,23677,262,23153,GK,"BOSTON, NY
(42.623202, -78.731581)"
1995,1996-05-09,"Energy Control Unlimited, Inc.",Erie,EVANS,BRANT-EDEN,MEDINA,0,0,10,3,0,0,NO,0,6455,40,5051,GK,"EVANS, NY
(42.638457, -79.027689)"
1995,1996-10-18,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,RUSHFORD,MEDINA,0,0,4,0,0,0,YES,0,0,0,0,unknown,"RUSHFORD, NY
(42.38858, -78.253057)"
1995,1996-02-12,"Fancher, Mark",Cattaraugus,DAYTON,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"DAYTON, NY
(42.399022, -79.003431)"
1995,1996-01-16,Falconer Central School District,Chautauqua,ELLICOTT,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,8855,0,0,unknown,"ELLICOTT, NY
(42.734402, -78.731697)"
1995,1996-10-18,"Fairmont Oil Co., Inc.",Allegany,RUSHFORD,RUSHFORD,MARCELLUS,0,0,1,0,0,0,YES,0,0,0,0,unknown,"RUSHFORD, NY
(42.38858, -78.253057)"
1995,1996-01-24,"Fanton, Merle L.",Allegany,WELLSVILLE,FULMER VALLEY,RICHBURG,1,0,0,0,0,0,NO,43,0,0,0,OC,"WELLSVILLE, NY
(42.120693, -77.946058)"
1995,1996-10-18,"Fairmont Oil Co., Inc.",Allegany,CANEADEA,HOUGHTON,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"CANEADEA, NY
(42.388789, -78.15306)"
1995,1996-10-18,"Fairmont Oil Co., Inc.",Cattaraugus,FARMERSVILLE,FARMERSVILLE,BRADFORD,0,2,0,0,0,0,INACTIVE,0,0,0,0,unknown,"FARMERSVILLE, NY
(42.387259, -78.377183)"
1995,1996-03-28,"Wightman, Gerald",Allegany,WIRT,RICHBURG,RICHBURG,11,0,0,0,0,0,NO,146,0,16,0,OC,"WIRT, NY
(42.137408, -78.150594)"
1995,1996-04-04,William Barnes Drlg & Prod Co.,Allegany,FRIENDSHIP,NILE,WAUGH & PORTER,1,0,0,0,0,0,NO,123,0,219,0,OC,"FRIENDSHIP, NY
(42.207973, -78.133696)"
1995,1996-04-03,Williams Brothers Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,32,0,0,0,0,0,NO,662,0,0,0,"OA,OC","ALLEGANY, NY
(42.088061, -78.491258)"
1995,1996-03-06,"Wilkinson, Robert",Allegany,BOLIVAR,RICHBURG,RICHBURG,31,0,0,0,0,0,NO,773,0,0,0,OC,"BOLIVAR, NY
(42.066701, -78.167667)"
1995,1996-01-29,"Wroblewski, Francis M",Erie,COLDEN,GLENWOOD,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"COLDEN, NY
(42.644234, -78.684775)"
1996,1997-01-24,"Aldinger, Gerald F. & Naomi R.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,2,0,0,0,YES,0,0,0,0,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1996,1997-02-19,"Alcott, C. Keith",Oneida,SANGERFIELD,UNNAMED,HERKIMER,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"SANGERFIELD, NY
(42.894289, -75.370637)"
1996,1997-03-06,"Alden Aurora Gas Co.,  Inc.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,7,0,0,0,NO,0,16790,0,15581,GN,"ALDEN, NY
(42.900146, -78.4922)"
1996,1997-02-10,All Saints Lutheran Church,Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,1,0,0,0,YES,0,485,0,0,unknown,"HAMBURG, NY
(42.723291, -78.839026)"
1996,1997-03-06,"Alden Aurora Gas Co.,  Inc.",Genesee,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,NO,0,3194,0,3194,GN,"DARIEN, NY
(42.902048, -78.350767)"
1996,1997-04-03,Alden Central School District,Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,3971,250,3971,unknown,"ALDEN, NY
(42.900146, -78.4922)"
1996,1997-03-06,"Alden Aurora Gas Co.,  Inc.",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,121,0,0,unknown,"LANCASTER, NY
(42.892784, -78.676417)"
1996,1997-03-06,"Alden Aurora Gas Co.,  Inc.",Erie,NEWSTEAD,ALDEN-LANCASTER,MEDINA,0,0,1,1,0,0,YES,0,153,0,0,unknown,"NEWSTEAD, NY
(43.021136, -78.495603)"
1996,1997-03-19,"Otis Eastern Service, Inc.",Allegany,ANDOVER,ANDOVER,PENNY,5,0,0,0,0,0,NO,87,0,4,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1996,1997-03-19,"Otis Eastern Service, Inc.",Allegany,ANDOVER,BEECH HILL-INDEPENDENCE,PENNY & FULMER VALLEY,14,0,0,0,0,0,NO,435,80,7,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1996,1997-03-19,"Otis Eastern Service, Inc.",Allegany,ANDOVER,BEECH HILL-INDEPENDENCE,PENNY,16,0,0,0,0,0,NO,217,75,3,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1996,1997-03-19,"Otis Eastern Service, Inc.",Allegany,ALMOND,KARR VALLEY,MARCELLUS,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"ALMOND, NY
(42.321354, -77.737058)"
1996,1997-03-19,"Otis Eastern Service, Inc.",Allegany,ANDOVER,ANDOVER,PENNY & FULMER VALLEY,3,0,0,0,0,0,NO,0,80,0,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1996,1997-03-12,"Ossman, John",Chautauqua,WESTFIELD,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"WESTFIELD, NY
(42.324884, -79.573821)"
1996,1997-03-19,"Otis Eastern Service, Inc.",Allegany,ANDOVER,FULMER VALLEY,FULMER VALLEY,26,0,0,0,0,0,NO,2368,0,33,0,OC,"ANDOVER, NY
(42.156405, -77.795231)"
1996,1997-03-17,"Pan Energy Company, Inc.",Erie,HAMBURG,WEST SENECA,MEDINA,0,0,1,0,0,0,NO,0,1558,0,1208,GK,"HAMBURG, NY
(42.723291, -78.839026)"
1996,1997-03-17,"Pan Energy Company, Inc.",Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,4,0,0,0,NO,0,18259,0,18059,GK,"HAMBURG, NY
(42.723291, -78.839026)"
1996,1997-03-17,"Pan Energy Company, Inc.",Erie,BRANT,LAKEVIEW,MEDINA,0,0,5,0,0,0,NO,0,3009,0,2689,GK,"BRANT, NY
(42.58859, -79.044449)"
1996,1997-01-22,Panama Central School District,Chautauqua,HARMONY,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,3036,0,0,unknown,"HARMONY, NY
(42.074924, -79.486378)"
1996,1997-03-17,"Pan Energy Company, Inc.",Erie,NORTH COLLINS,NORTH COLLINS,MEDINA,0,0,3,0,0,0,NO,0,5513,0,5313,GK,"NORTH COLLINS, NY
(42.595159, -78.940951)"
1996,1997-03-17,"Pan Energy Company, Inc.",Erie,COLDEN,CONCORD,MEDINA,0,0,4,0,0,0,NO,0,674,0,554,GK,"COLDEN, NY
(42.644234, -78.684775)"
1996,1997-03-19,"Otis Eastern Service, Inc.",Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,4,0,0,0,0,0,NO,524,0,8,0,OC,"WELLSVILLE, NY
(42.120693, -77.946058)"
1997,1998-01-15,Falconer Central School District,Chautauqua,ELLICOTT,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,10500,0,0,unknown,"ELLICOTT, NY
(42.734402, -78.731697)"
1997,1998-04-21,"Forrestel, Richard E",Erie,NEWSTEAD,AKRON,MEDINA,0,0,1,0,0,0,YES,0,325,0,0,unknown,"NEWSTEAD, NY
(43.021136, -78.495603)"
1997,1998-02-04,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,71,0,0,0,3,0,NO,2317,0,949,0,OD,"ALLEGANY, NY
(42.088061, -78.491258)"
1997,1998-02-04,Francis Root Oil Company,Allegany,ALMA,RICHBURG,RICHBURG,3,22,0,0,15,0,NO,155,0,120,0,OD,"ALMA, NY
(42.012207, -78.060759)"
1997,1998-01-20,Frewsburg Central School District,Chautauqua,CARROLL,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,7469,0,0,unknown,"CARROLL, NY
(42.054174, -79.15832)"
1997,1998-02-27,Frontier Central School,Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,4,0,0,0,YES,0,5470,0,0,unknown,"HAMBURG, NY
(42.723291, -78.839026)"
1997,1998-03-24,"Frey Well Drilling, Inc.",Erie,ALDEN,ALDEN-LANCASTER,MEDINA,0,0,2,1,0,0,NO,0,769,0,469,GK,"ALDEN, NY
(42.900146, -78.4922)"
1997,1998-03-24,"Frey Well Drilling, Inc.",Genesee,PEMBROKE,ALDEN-LANCASTER,MEDINA,0,0,1,0,0,0,YES,0,150,0,0,unknown,"PEMBROKE, NY
(42.997549, -78.435048)"
1997,1998-02-04,Frank H. Stephan Oil Group,Cattaraugus,OLEAN,BRADFORD,BRADFORD,11,0,0,0,0,0,NO,1175,0,55,0,OD,"OLEAN, NY
(42.077495, -78.429849)"
1997,1998-03-24,"Frey Well Drilling, Inc.",Erie,ELMA,ELMA,MEDINA,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"ELMA, NY
(42.822476, -78.636722)"
1997,1998-01-23,"Friendship Dairies, Inc.",Allegany,FRIENDSHIP,FRIENDSHIP,MEDINA,0,0,1,0,0,0,YES,0,316,0,0,unknown,"FRIENDSHIP, NY
(42.207973, -78.133696)"
1997,1998-03-24,"Frey Well Drilling, Inc.",Erie,LANCASTER,ALDEN-LANCASTER,MEDINA,0,0,2,0,0,0,NO,0,2505,0,2505,GK,"LANCASTER, NY
(42.892784, -78.676417)"
1997,1998-04-09,"GFS Energy, Inc.",Genesee,DARIEN,ALDEN-LANCASTER,MEDINA,0,0,4,0,0,0,NO,0,11806,0,11394,GK,"DARIEN, NY
(42.902048, -78.350767)"
1997,1998-01-30,"Yonker, Gary J. & Rosemary A.",Chautauqua,SHERMAN,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,196,0,0,unknown,"SHERMAN, NY
(42.159351, -79.595176)"
1997,1998-05-15,"Young, Douglas V.",Allegany,SCIO,RICHBURG,RICHBURG,0,55,0,0,0,0,INACTIVE,0,0,0,0,unknown,"SCIO, NY
(42.171429, -77.97865)"
1997,1998-02-13,Yorkshire-Pioneer Central School District,Cattaraugus,YORKSHIRE,CHAFFEE-ARCADE,MEDINA,0,0,1,0,0,0,YES,0,3745,0,3745,unknown,"YORKSHIRE, NY
(42.530173, -78.472591)"
1997,1998-04-06,"Yellen, Richard D. & Loretta K. Yellen",Erie,NORTH COLLINS,BRANT-EDEN,MEDINA,0,0,1,0,0,0,YES,0,70,0,0,unknown,"NORTH COLLINS, NY
(42.595159, -78.940951)"
1997,1998-03-23,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,12,0,0,0,5,0,NO,758,75,850,0,OD,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1997,1998-01-27,"Yotpolis, Paul J.",Chautauqua,MINA,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,0,0,0,unknown,"MINA, NY
(42.130114, -79.694407)"
1997,1998-03-23,"Yahn & Yahn, Inc.",Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,36,0,0,0,1,0,NO,859,215,645,0,OD,"WEST UNION, NY
(42.094951, -77.725816)"
1997,1998-03-09,"Youngberg, Larry",Chautauqua,HANOVER,LAKESHORE,MEDINA,0,0,1,0,0,0,YES,0,200,0,0,unknown,"HANOVER, NY
(42.9669, -75.378098)"
1998,1999-03-18,A. J. Lease Account,Cattaraugus,YORKSHIRE,CHAFFEE-ARCADE,MEDINA,0,0,3,0,0,0,NO,0,7114,1,7114,GX,"YORKSHIRE, NY
(42.530173, -78.472591)"
1998,1999-04-01,"Ardent Resources, Inc.",Madison,LEBANON,UNNAMED,NONE SPECIFIED,0,0,2,1,0,0,NO,0,20900,0,20900,GZ,"LEBANON, NY
(42.780748, -75.647667)"
1998,1999-03-26,Arlington Exploration Co.,Steuben,BATH,THOMAS CORNERS,ONONDAGA,0,0,2,0,0,0,NO,0,18839,0,18839,GH,"BATH, NY
(42.337015, -77.317992)"
1998,1999-04-01,"Ardent Resources, Inc.",Yates,POTTER,SUGAR CREEK,QUEENSTON,0,0,0,1,0,0,INACTIVE,0,0,0,0,unknown,"POTTER, NY
(42.704788, -77.20622)"
1998,1999-06-07,Auburn Enlarged Central School District,Cayuga,AUBURN,AUBURN GEOTHERMAL,BLACK RIVER,0,0,1,0,0,0,YES,0,6650,0,0,unknown,"AUBURN, NY
(42.931778, -76.56614)"
1998,1999-02-23,Ashland Farms LLC,Cayuga,LEDYARD,ASHLAND FARMS,QUEENSTON,0,0,1,0,0,0,YES,0,0,0,0,unknown,"LEDYARD, NY
(42.695135, -76.621656)"
1998,1999-04-07,"Pan Energy Company, Inc.",Erie,HAMBURG,ORCHARD PARK-HAMBURG,MEDINA,0,0,4,0,0,0,NO,0,15259,0,15059,GX,"HAMBURG, NY
(42.723291, -78.839026)"
1998,1999-04-06,"Pan Energy Company, Inc.",Erie,HAMBURG,WEST SENECA,MEDINA,0,0,1,0,0,0,NO,0,2309,0,1939,GX,"HAMBURG, NY
(42.723291, -78.839026)"
1998,1999-04-07,"Pan Energy Company, Inc.",Erie,CONCORD,CONCORD,MEDINA,0,0,1,1,0,0,NO,0,214,0,0,GX,"CONCORD, NY
(42.535259, -78.731387)"
1998,1999-04-06,"Pan Energy Company, Inc.",Erie,ELMA,ELMA,MEDINA,0,0,1,1,0,0,NO,0,5532,0,5332,GX,"ELMA, NY
(42.822476, -78.636722)"
1998,1999-04-07,"Pan Energy Company, Inc.",Erie,CONCORD,SARDINIA,MEDINA,0,0,1,0,0,0,NO,0,552,0,552,GX,"CONCORD, NY
(42.535259, -78.731387)"
1998,1999-04-06,"Pan Energy Company, Inc.",Erie,COLDEN,CONCORD,ONONDAGA,0,0,1,0,0,0,NO,0,949,0,949,GX,"COLDEN, NY
(42.644234, -78.684775)"
